h3_10_id,cnt_uuid
8a2f5a341007fff,24
8a2f5a363c6ffff,280
8a2f5a343b6ffff,536
8a2f5a34c48ffff,25
8a2f5a36e2affff,25
8a2f5a34cceffff,25
8a2f5a344947fff,25
8a2f5a36a577fff,25
8a2f5a3459affff,25
8a2f5a368537fff,25
8a2f5a345a9ffff,25
8a2f5a368557fff,25
8a2f5a34380ffff,25
8a2f5a363397fff,25
8a2f5a36a20ffff,25
8a2f5a36e16ffff,25
8a2f5a345ac7fff,25
8a2f5a341c37fff,25
8a2f5a3410cffff,25
8a2f5a34596ffff,25
8a2f5a34c447fff,25
8a2f5a34589ffff,25
8a2f5a34c937fff,25
8a2f5a36a66ffff,25
8a2f5a368577fff,25
8a2f5a344037fff,25
8a2f5a3458affff,25
8a2f5a36ec37fff,25
8a2f5a34eb6ffff,25
8a2f5a34ccf7fff,25
8a2f5a363cdffff,25
8a2f5a34c56ffff,25
8a2f5a363a87fff,25
8a2f5a363877fff,25
8a2f5a34c4d7fff,25
8a2f5a3630cffff,25
8a2f5a36ed17fff,25
8a2f5a36ed5ffff,25
8a2f5a341d6ffff,25
8a2f5a3634cffff,25
8a2f5a340977fff,25
8a2f5a363167fff,25
8a2f5a36e477fff,25
8a2f5a36a80ffff,25
8a2f5a36e327fff,25
8a2f5a341cdffff,25
8a2f5a36ec0ffff,25
8a2f5a3456b7fff,25
8a2f5a36a29ffff,25
8a2f5a341037fff,26
8a2f5a34c6f7fff,26
8a2f5a36a42ffff,26
8a2f5a3638e7fff,26
8a2f5a34139ffff,26
8a2f5a36a60ffff,26
8a2f5a344b37fff,26
8a2f5a3456c7fff,26
8a2f5a36e69ffff,26
8a2f5a3632effff,26
8a2f5a363aaffff,26
8a2f5a36e8d7fff,26
8a2f5a36e62ffff,26
8a2f5a345a07fff,26
8a2f5a341c47fff,26
8a2f5a34ccdffff,26
8a2f5a34eb17fff,26
8a2f5a36300ffff,26
8a2f5a363b4ffff,26
8a2f5a36e077fff,26
8a2f5a3455b7fff,26
8a2f5a36a327fff,26
8a2f5a34512ffff,26
8a2f5a3414e7fff,26
8a2f5a36a6e7fff,26
8a2f5a36ed4ffff,26
8a2f5a36a5a7fff,26
8a2f5a34121ffff,26
8a2f5a36abb7fff,26
8a2f5a36acdffff,26
8a2f5a34e937fff,26
8a2f5a36a787fff,26
8a2f5a34e947fff,26
8a2f5a343b77fff,26
8a2f5a341387fff,26
8a2f5a368587fff,26
8a2f5a344ad7fff,26
8a2f5a34578ffff,26
8a2f5a36ada7fff,26
8a2f5a34c6b7fff,26
8a2f5a363667fff,26
8a2f5a36316ffff,26
8a2f5a36a177fff,26
8a2f5a363637fff,26
8a2f5a340b5ffff,26
8a2f5a36aab7fff,26
8a2f5a36a95ffff,26
8a2f5a36326ffff,26
8a2f5a341a07fff,26
8a2f5a344a6ffff,26
8a2f5a34486ffff,26
8a2f5a341647fff,26
8a2f5a36aa97fff,26
8a2f5a36b4affff,26
8a2f5a36bcaffff,26
8a2f5a343b47fff,26
8a2f5a340867fff,26
8a2f5a3637a7fff,26
8a2f5a36a1affff,26
8a2f5a36309ffff,26
8a2f5a36e627fff,26
8a2f5a36e7a7fff,282
8a2f5a36ed47fff,27
8a2f5a34cc1ffff,27
8a2f5a3684d7fff,27
8a2f5a341017fff,27
8a2f5a34ed37fff,27
8a2f5a341a5ffff,27
8a2f5a363b67fff,27
8a2f5a341097fff,27
8a2f5a36e18ffff,27
8a2f5a3632affff,27
8a2f5a341d1ffff,27
8a2f5a36e41ffff,27
8a2f5a341317fff,27
8a2f5a341c2ffff,27
8a2f5a363b87fff,27
8a2f5a36e437fff,27
8a2f5a36ac1ffff,27
8a2f5a341c5ffff,27
8a2f5a363827fff,27
8a2f5a34035ffff,27
8a2f5a363267fff,27
8a2f5a34c977fff,27
8a2f5a36e517fff,27
8a2f5a363ab7fff,27
8a2f5a345a0ffff,27
8a2f5a341757fff,27
8a2f5a36a537fff,27
8a2f5a36e11ffff,27
8a2f5a3453b7fff,27
8a2f5a3452effff,27
8a2f5a36a35ffff,27
8a2f5a36351ffff,27
8a2f5a345d57fff,27
8a2f5a34ed77fff,27
8a2f5a36a75ffff,27
8a2f5a341b5ffff,27
8a2f5a36ea87fff,27
8a2f5a363ba7fff,27
8a2f5a34cc4ffff,27
8a2f5a341baffff,27
8a2f5a36e8b7fff,27
8a2f5a345cd7fff,27
8a2f5a343b27fff,27
8a2f5a341ab7fff,27
8a2f5a3638affff,27
8a2f5a34cc9ffff,283
8a2f5a341bb7fff,539
8a2f5a345237fff,28
8a2f5a36a4f7fff,28
8a2f5a36b42ffff,28
8a2f5a36346ffff,28
8a2f5a36a0c7fff,28
8a2f5a36ab27fff,28
8a2f5a36161ffff,28
8a2f5a36e147fff,28
8a2f5a36e287fff,28
8a2f5a34410ffff,28
8a2f5a3442d7fff,28
8a2f5a3635b7fff,28
8a2f5a36378ffff,28
8a2f5a344aa7fff,28
8a2f5a36e39ffff,28
8a2f5a3622effff,28
8a2f5a36356ffff,28
8a2f5a36e12ffff,28
8a2f5a34c827fff,28
8a2f5a36a30ffff,28
8a2f5a34cc57fff,28
8a2f5a3686a7fff,28
8a2f5a3456cffff,28
8a2f5a345b57fff,28
8a2f5a363337fff,28
8a2f5a3458c7fff,28
8a2f5a36e79ffff,28
8a2f5a363cd7fff,28
8a2f5a34528ffff,28
8a2f5a34164ffff,28
8a2f5a36e257fff,28
8a2f5a340b1ffff,28
8a2f5a36324ffff,28
8a2f5a36e4b7fff,28
8a2f5a36e787fff,28
8a2f5a341177fff,28
8a2f5a36a0cffff,28
8a2f5a36a627fff,28
8a2f5a36bca7fff,28
8a2f5a34582ffff,28
8a2f5a341a67fff,28
8a2f5a36a2dffff,28
8a2f5a36a467fff,28
8a2f5a34532ffff,28
8a2f5a341c67fff,28
8a2f5a36178ffff,28
8a2f5a3630effff,28
8a2f5a36850ffff,28
8a2f5a363917fff,284
8a2f5a34c577fff,29
8a2f5a34c08ffff,29
8a2f5a36ea97fff,29
8a2f5a34c98ffff,29
8a2f5a344af7fff,29
8a2f5a341267fff,29
8a2f5a36e007fff,29
8a2f5a34504ffff,29
8a2f5a36e3affff,29
8a2f5a341cf7fff,29
8a2f5a3408effff,29
8a2f5a345007fff,29
8a2f5a341817fff,29
8a2f5a341a4ffff,29
8a2f5a345cc7fff,29
8a2f5a34151ffff,29
8a2f5a36e42ffff,29
8a2f5a363647fff,29
8a2f5a36a79ffff,29
8a2f5a36e8e7fff,29
8a2f5a34c807fff,29
8a2f5a341ceffff,29
8a2f5a363157fff,29
8a2f5a3410b7fff,29
8a2f5a341acffff,29
8a2f5a36a54ffff,29
8a2f5a345727fff,29
8a2f5a345a37fff,29
8a2f5a345307fff,29
8a2f5a341b0ffff,29
8a2f5a36e527fff,29
8a2f5a34590ffff,29
8a2f5a345877fff,29
8a2f5a363a6ffff,29
8a2f5a368457fff,29
8a2f5a36a26ffff,29
8a2f5a36e117fff,29
